k,mu,c,n,D1,D2,D3,D4,multiplicity_test
62,31,31,307,1925,3625273,2260983725,2360533498237,nonconstant_conjugate_multiplicity
63,18,21,746,1522,2234836,1200097000,904045952080,nonconstant_conjugate_multiplicity
63,18,31,596,1672,2713936,2119427200,1078683239680,nonconstant_conjugate_multiplicity
63,18,35,560,1708,2835616,2372890240,656710512640,nonconstant_conjugate_multiplicity
63,21,21,622,1646,2627668,1547694296,1884004870672,nonconstant_conjugate_multiplicity
63,21,28,529,1739,2942473,2182585859,2060963661733,nonconstant_conjugate_multiplicity
63,21,31,502,1766,3037108,2383598456,1830548552272,nonconstant_conjugate_multiplicity
63,21,36,467,1801,3161953,2655684361,1168201407997,nonconstant_conjugate_multiplicity
63,21,42,436,1832,3274576,2907721088,39029900800,nonconstant_conjugate_multiplicity
63,31,32,316,1952,3728656,2416076288,2464207759360,noninteger_multiplicity
63,31,36,302,1966,3783508,2541243736,1817426920432,nonconstant_conjugate_multiplicity
63,31,42,286,1982,3846676,2687124248,657113614000,nonconstant_conjugate_multiplicity
64,16,21,893,1411,1907977,848870299,19287117205,nonconstant_conjugate_multiplicity
64,16,24,821,1483,2116345,1201195891,351409435153,nonconstant_conjugate_multiplicity
64,16,27,765,1539,2285577,1507002651,487712912589,nonconstant_conjugate_multiplicity
64,16,28,749,1555,2335081,1599648715,493298358721,nonconstant_conjugate_multiplicity
64,16,32,695,1609,2505937,1930106521,340565579809,nonconstant_conjugate_multiplicity
64,18,23,737,1567,2372545,1414814527,1052122823101,nonconstant_conjugate_multiplicity
64,18,28,657,1647,2629665,1910521647,1233102165201,nonconstant_conjugate_multiplicity
64,18,32,611,1693,2783305,2223994213,1017519187825,nonconstant_conjugate_multiplicity
64,21,24,601,1703,2817265,1877824871,2133990515473,nonconstant_conjugate_multiplicity
64,21,32,515,1789,3117577,2509911541,1822087248289,nonconstant_conjugate_multiplicity
64,24,24,513,1791,3124737,2086846335,2854927722465,nonconstant_conjugate_multiplicity
64,24,28,473,1831,3269617,2398729015,2754911162065,noninteger_multiplicity
64,24,30,457,1847,3328465,2528382311,2588233309081,nonconstant_conjugate_multiplicity
64,24,32,443,1861,3380377,2644155325,2359200196465,nonconstant_conjugate_multiplicity
64,24,35,425,1879,3447697,2796224455,1917862645165,nonconstant_conjugate_multiplicity
64,24,40,401,1903,3538465,3004671439,976564847713,nonconstant_conjugate_multiplicity
64,24,42,393,1911,3568977,3075611175,542714763465,nonconstant_conjugate_multiplicity
64,28,32,371,1933,3653545,2643186133,2699515763665,nonconstant_conjugate_multiplicity
64,28,36,353,1951,3723457,2804197663,2043642932305,nonconstant_conjugate_multiplicity
64,32,32,317,1987,3865225,2488695643,2682460064977,nonconstant_conjugate_multiplicity
64,32,36,303,2001,3921057,2617950321,2023305783345,nonconstant_conjugate_multiplicity
64,32,42,287,2017,3985345,2768552353,835093990297,nonconstant_conjugate_multiplicity
65,16,26,816,1524,2238336,1388717568,370439516160,nonconstant_conjugate_multiplicity
65,16,28,781,1559,2346241,1588834583,421441502461,nonconstant_conjugate_multiplicity
65,16,35,690,1650,2638260,2163407400,42199995600,nonconstant_conjugate_multiplicity
65,20,20,742,1598,2469364,1295153432,1287537574576,nonconstant_conjugate_multiplicity
65,20,24,664,1676,2724736,1786374656,1816894431232,nonconstant_conjugate_multiplicity
65,20,26,634,1706,2826196,1991441096,1907964289840,nonconstant_conjugate_multiplicity
65,20,30,586,1754,2992276,2338776584,1813786534576,nonconstant_conjugate_multiplicity
65,20,36,534,1806,3177396,2742439896,1144947253680,nonconstant_conjugate_multiplicity
65,20,39,514,1826,3250036,2905450856,632713382992,nonconstant_conjugate_multiplicity
65,20,40,508,1832,3271984,2955206528,440739959296,nonconstant_conjugate_multiplicity
65,26,26,466,1874,3427636,2382026408,3303875281840,nonconstant_conjugate_multiplicity
65,26,30,434,1906,3548596,2653251112,3019385933872,nonconstant_conjugate_multiplicity
65,26,32,421,1919,3598321,2766770063,2776401413773,nonconstant_conjugate_multiplicity
65,26,39,386,1954,3733876,3082106728,1547012330704,nonconstant_conjugate_multiplicity
65,26,40,382,1958,3749524,3119054840,1333621090480,nonconstant_conjugate_multiplicity
65,32,33,326,2014,3971956,2653944472,2796591929488,noninteger_multiplicity
65,32,39,306,2034,4052916,2844972072,1689497705808,nonconstant_conjugate_multiplicity
65,40,40,235,2105,4346785,2166097625,875690003125,nonconstant_conjugate_multiplicity
66,22,22,652,1724,2886640,1781512640,2271873107200,nonconstant_conjugate_multiplicity
66,22,26,592,1784,3097120,2219010560,2562225602560,nonconstant_conjugate_multiplicity
66,22,30,548,1828,3256048,2564259904,2440561505536,nonconstant_conjugate_multiplicity
66,22,33,522,1854,3351780,2778219000,2143989408240,nonconstant_conjugate_multiplicity
66,22,39,482,1894,3501700,3122107480,1160403346480,nonconstant_conjugate_multiplicity
66,22,44,457,1919,3597025,3346246655,46537523305,nonconstant_conjugate_multiplicity
66,26,30,452,1924,3616240,2743624000,3210492832000,nonconstant_conjugate_multiplicity
66,26,33,432,1944,3693600,2922531840,2834654330880,nonconstant_conjugate_multiplicity
66,26,40,397,1979,3830905,3246876035,1520879034025,nonconstant_conjugate_multiplicity
66,26,44,382,1994,3890500,3390318440,571352293840,nonconstant_conjugate_multiplicity
66,30,33,366,2010,3954564,2869001640,3086430691248,nonconstant_conjugate_multiplicity
66,30,36,353,2023,4006993,2993621239,2558997149929,nonconstant_conjugate_multiplicity
66,30,39,342,2034,4051620,3100670280,1948351935600,nonconstant_conjugate_multiplicity
66,30,44,327,2049,4112865,3249027585,787334873625,nonconstant_conjugate_multiplicity
66,33,33,327,2049,4112865,2731204305,3036240994725,nonconstant_conjugate_multiplicity
66,33,39,307,2069,4195225,2928266045,1907423113645,nonconstant_conjugate_multiplicity
66,39,45,243,2133,4464153,2514365469,234567960021,nonconstant_conjugate_multiplicity
67,22,27,604,1808,3182032,2350833920,2624953703680,nonconstant_conjugate_multiplicity
67,33,34,336,2076,4222944,2906931456,3161510922240,noninteger_multiplicity
68,17,34,739,1709,2832553,2318102981,433501658281,nonconstant_conjugate_multiplicity
68,34,34,337,2111,4368193,2988975455,3423911226457,nonconstant_conjugate_multiplicity
69,17,24,944,1540,2282176,1207360000,124047880192,nonconstant_conjugate_multiplicity
69,17,26,898,1586,2425972,1471484456,360863554480,nonconstant_conjugate_multiplicity
69,23,23,682,1802,3157780,2037766472,2716749573136,nonconstant_conjugate_multiplicity
69,23,24,665,1819,3219337,2168962867,2852887429405,noninteger_multiplicity
69,23,34,550,1934,3650932,3140792792,2631457465840,nonconstant_conjugate_multiplicity
69,23,46,478,2006,3934612,3826782008,55072077040,nonconstant_conjugate_multiplicity
69,34,35,346,2138,4481620,3175502984,3561021120208,noninteger_multiplicity
69,34,42,323,2161,4580497,3423337345,1998919457245,nonconstant_conjugate_multiplicity
69,34,46,313,2171,4623817,3533226515,948274718965,nonconstant_conjugate_multiplicity
70,21,23,791,1729,2898721,1764992593,1804190957821,nonconstant_conjugate_multiplicity
70,21,35,623,1897,3507889,3092081545,1964927030605,nonconstant_conjugate_multiplicity
70,23,30,610,1910,3557380,2866199480,3101154341200,nonconstant_conjugate_multiplicity
70,23,35,563,1957,3739129,3292411789,2620164827533,nonconstant_conjugate_multiplicity
70,23,42,516,2004,3925296,3744562176,1236520816128,nonconstant_conjugate_multiplicity
70,30,35,416,2104,4336096,3478703104,3834944659456,nonconstant_conjugate_multiplicity
70,30,40,393,2127,4433409,3723715503,2748838715721,nonconstant_conjugate_multiplicity
70,30,46,372,2148,4523184,3953316672,1121224322304,nonconstant_conjugate_multiplicity
70,35,35,347,2173,4631209,3262474837,3847568707021,nonconstant_conjugate_multiplicity
70,35,42,324,2196,4731696,3517675776,2256184502784,nonconstant_conjugate_multiplicity
70,35,46,314,2206,4775716,3630802456,1181745562960,nonconstant_conjugate_multiplicity
70,42,46,256,2264,5034976,2896036352,654178091008,nonconstant_conjugate_multiplicity
71,35,36,356,2200,4747984,3460124800,3997241913856,noninteger_multiplicity
72,18,24,996,1596,2453904,1272995136,109819411200,nonconstant_conjugate_multiplicity
72,18,27,925,1667,2685577,1715824763,565335635245,nonconstant_conjugate_multiplicity
72,18,36,783,1809,3179169,2754891729,544264139889,nonconstant_conjugate_multiplicity
72,24,24,712,1880,3441088,2317483520,3223963684864,nonconstant_conjugate_multiplicity
72,24,36,570,2022,3995172,3612885336,3040413792912,nonconstant_conjugate_multiplicity
72,24,48,499,2093,4287337,4351248629,64722511345,nonconstant_conjugate_multiplicity
72,36,36,357,2235,4901913,3552168195,4309374391137,nonconstant_conjugate_multiplicity
73,36,37,366,2262,5022036,3761262648,4472355701520,noninteger_multiplicity
74,37,37,367,2297,5180305,3858521273,4811552241397,nonconstant_conjugate_multiplicity
75,25,25,742,1958,3736564,2621691512,3799083022096,nonconstant_conjugate_multiplicity
75,25,30,668,2032,4031824,3320743168,4289488193536,nonconstant_conjugate_multiplicity
75,25,37,598,2102,4321204,4043415608,3670133449360,nonconstant_conjugate_multiplicity
75,25,50,520,2180,4655200,4921568000,75581440000,nonconstant_conjugate_multiplicity
75,30,37,486,2214,4804596,4267431864,4918391504208,nonconstant_conjugate_multiplicity
75,30,45,446,2254,4983316,4747365784,2749503013456,nonconstant_conjugate_multiplicity
75,37,38,376,2324,5303776,4079382272,4988607889408,noninteger_multiplicity
75,37,50,340,2360,5472400,4540526720,1326879347200,nonconstant_conjugate_multiplicity
76,19,25,1061,1675,2707129,1441051075,60004487125,nonconstant_conjugate_multiplicity
76,19,30,947,1789,3102025,2245597525,861499749625,nonconstant_conjugate_multiplicity
76,19,36,852,1884,3450960,3022237440,868461834240,nonconstant_conjugate_multiplicity
76,19,38,827,1909,3545785,3243362365,674997748345,nonconstant_conjugate_multiplicity
76,20,24,1027,1709,2822185,1500818165,458680283425,noninteger_multiplicity
76,20,28,932,1804,3155920,2186303680,1308791200000,nonconstant_conjugate_multiplicity
76,20,30,894,1842,3294468,2487562056,1528512784848,nonconstant_conjugate_multiplicity
76,20,35,818,1918,3580228,3138285304,1556988365296,nonconstant_conjugate_multiplicity
76,20,38,782,1954,3719620,3469561480,1267587874000,nonconstant_conjugate_multiplicity
76,20,40,761,1975,3802129,3669804775,966198846865,nonconstant_conjugate_multiplicity
76,20,42,742,1994,3877540,3855478760,587444242000,nonconstant_conjugate_multiplicity
76,25,34,647,2089,4265425,3834202825,4221428325625,nonconstant_conjugate_multiplicity
76,25,36,628,2108,4345168,4037174144,3984757794304,nonconstant_conjugate_multiplicity
76,25,38,611,2125,4417129,4222649125,3655440175033,nonconstant_conjugate_multiplicity
76,30,38,497,2239,4914625,4474921375,5007410607625,nonconstant_conjugate_multiplicity
76,30,46,457,2279,5095345,4966727255,2710088823625,nonconstant_conjugate_multiplicity
76,38,38,377,2359,5466385,4181999815,5356389228265,nonconstant_conjugate_multiplicity
76,38,50,341,2395,5637529,4655709955,1626318450505,nonconstant_conjugate_multiplicity
77,19,28,1024,1748,2955712,1895335424,435519139840,nonconstant_conjugate_multiplicity
77,19,29,1002,1770,3033108,2056180680,580732816464,nonconstant_conjugate_multiplicity
77,22,22,1009,1763,3008377,1483502795,835134485365,nonconstant_conjugate_multiplicity
77,22,35,762,2010,3940308,3564525960,2723980032720,nonconstant_conjugate_multiplicity
77,22,38,729,2043,4074057,3896297235,2395382816565,nonconstant_conjugate_multiplicity
77,28,49,496,2276,5080384,5286000896,1550616371200,nonconstant_conjugate_multiplicity
77,38,39,386,2386,5593204,4414949416,5548306891600,noninteger_multiplicity
77,38,42,375,2397,5645817,4561416693,4695889519485,nonconstant_conjugate_multiplicity
78,21,26,992,1816,3196768,1999662976,1234814267392,nonconstant_conjugate_multiplicity
78,21,33,859,1949,3697513,3122066069,2128945349173,nonconstant_conjugate_multiplicity
78,21,38,794,2014,3955108,3744984664,1832650978768,nonconstant_conjugate_multiplicity
78,21,39,783,2025,3999537,3855407625,1697494652829,nonconstant_conjugate_multiplicity
78,22,24,989,1819,3207673,1841280931,1341538327801,nonconstant_conjugate_multiplicity
78,22,26,940,1868,3388336,2228359616,1940356251904,nonconstant_conjugate_multiplicity
78,22,28,898,1910,3547012,2581533080,2369505325264,nonconstant_conjugate_multiplicity
78,22,39,744,2064,4159008,4052837376,2283317600256,nonconstant_conjugate_multiplicity
78,22,42,716,2092,4275376,4351259584,1709900550400,nonconstant_conjugate_multiplicity
78,26,26,772,2036,4044208,2951418176,4447913327872,nonconstant_conjugate_multiplicity
78,26,28,739,2069,4179673,3279532589,4801568947993,nonconstant_conjugate_multiplicity
78,26,33,674,2134,4452868,3965560984,4983822485488,nonconstant_conjugate_multiplicity
78,26,39,618,2190,4695012,4599919800,4192268061744,nonconstant_conjugate_multiplicity
78,26,42,596,2212,4791856,4860347968,3486924770560,nonconstant_conjugate_multiplicity
78,26,44,583,2225,4849537,5017252625,2924424413449,nonconstant_conjugate_multiplicity
78,26,52,541,2267,5038201,5539661603,87745141225,nonconstant_conjugate_multiplicity
78,33,35,495,2313,5248881,4523638185,6751751135085,nonconstant_conjugate_multiplicity
78,33,39,471,2337,5360481,4831385265,5881905451485,nonconstant_conjugate_multiplicity
78,33,42,456,2352,5430816,5027823360,5039041674240,noninteger_multiplicity
78,33,45,443,2365,5492137,5200637365,4064300215045,nonconstant_conjugate_multiplicity
78,39,39,387,2421,5760153,4523069565,5946235330077,nonconstant_conjugate_multiplicity
78,39,42,376,2432,5813536,4673447936,5081360634880,nonconstant_conjugate_multiplicity
78,42,44,339,2469,5994873,4453110621,4138678557081,nonconstant_conjugate_multiplicity
78,42,52,321,2487,6084081,4707435879,1352891090745,nonconstant_conjugate_multiplicity
79,39,40,396,2448,5890320,4768429824,6153824130048,noninteger_multiplicity
80,20,30,1029,1851,3322521,2359730691,864599764041,nonconstant_conjugate_multiplicity
80,20,40,871,2009,3932401,3786404489,827969012161,nonconstant_conjugate_multiplicity
80,40,40,397,2483,6061609,4882196267,6583503533041,nonconstant_conjugate_multiplicity
81,20,36,955,1961,3740545,3268879145,1060205299525,nonconstant_conjugate_multiplicity
81,24,27,922,1994,3871060,2757183560,3136789362640,nonconstant_conjugate_multiplicity
81,24,30,865,2051,4101625,3308888555,3771792553285,nonconstant_conjugate_multiplicity
81,24,38,757,2159,4556305,4464779615,3760770240325,nonconstant_conjugate_multiplicity
81,24,45,694,2222,4832308,5208341336,2259193274128,nonconstant_conjugate_multiplicity
81,27,27,802,2114,4364020,3307691240,5176498508560,nonconstant_conjugate_multiplicity
81,27,30,754,2162,4569268,3826541096,5705241750448,nonconstant_conjugate_multiplicity
81,27,32,727,2189,4686745,4131485765,5835854042485,nonconstant_conjugate_multiplicity
81,27,36,682,2234,4885780,4661062280,5654382636400,nonconstant_conjugate_multiplicity
81,27,40,646,2270,5047924,5104240280,4989527560240,nonconstant_conjugate_multiplicity
81,27,45,610,2306,5212660,5565069800,3629255534800,nonconstant_conjugate_multiplicity
81,27,48,592,2324,5296000,5802191360,2586803384320,nonconstant_conjugate_multiplicity
81,27,54,562,2354,5436340,6207450920,101313557680,nonconstant_conjugate_multiplicity
81,30,34,622,2294,5157460,4695955640,7127904991600,nonconstant_conjugate_multiplicity
81,30,36,604,2312,5240368,4924486016,6893853935104,nonconstant_conjugate_multiplicity
81,30,51,514,2402,5664628,6135255656,2268088327504,nonconstant_conjugate_multiplicity
81,30,54,502,2414,5722420,6305416280,925769618800,nonconstant_conjugate_multiplicity
81,36,36,487,2429,5795065,5010018965,8118711920485,nonconstant_conjugate_multiplicity
81,36,45,442,2474,6015700,5648686280,5507944195600,nonconstant_conjugate_multiplicity
81,36,50,424,2492,6105088,5912539136,3530004594688,nonconstant_conjugate_multiplicity
81,36,54,412,2504,6165040,6091130240,1757331543040,nonconstant_conjugate_multiplicity
81,40,41,406,2510,6195124,5140289240,6807594034576,noninteger_multiplicity
81,40,54,367,2549,6392425,5723078525,1808893167325,nonconstant_conjugate_multiplicity
81,45,48,334,2582,6561748,4895854136,3762414187696,nonconstant_conjugate_multiplicity
81,45,54,322,2594,6623860,5079726440,1425992628400,nonconstant_conjugate_multiplicity
81,48,55,298,2618,6748948,4639902344,615067487056,nonconstant_conjugate_multiplicity
82,27,30,780,2172,4611312,3859557120,5747219412480,nonconstant_conjugate_multiplicity
82,27,33,739,2213,4791097,4330276685,5951700368965,nonconstant_conjugate_multiplicity
82,27,41,659,2293,5151577,5313396925,4970812259365,nonconstant_conjugate_multiplicity
82,41,41,407,2545,6370753,5259845665,7270669831237,nonconstant_conjugate_multiplicity
82,41,54,368,2584,6570784,5857328512,2185684369408,nonconstant_conjugate_multiplicity
83,41,42,416,2572,6507616,5530993408,7512114042880,noninteger_multiplicity
84,21,28,1164,1860,3350736,2030762880,210971920896,nonconstant_conjugate_multiplicity
84,21,36,998,2026,3995812,3518926984,1465049803600,nonconstant_conjugate_multiplicity
84,21,42,915,2109,4339017,4386907701,1005566264649,nonconstant_conjugate_multiplicity
84,28,28,832,2192,4696000,3691538432,5991120633856,nonconstant_conjugate_multiplicity
84,28,42,666,2358,5451300,5752095768,5644001572560,nonconstant_conjugate_multiplicity
84,28,56,583,2441,5849617,6926857433,116390296465,nonconstant_conjugate_multiplicity
84,42,42,417,2607,6687585,5656483503,8010273226617,nonconstant_conjugate_multiplicity
85,20,35,1106,1954,3707956,2990940904,295454683216,nonconstant_conjugate_multiplicity
85,20,39,1038,2022,3978324,3641710968,323986403664,nonconstant_conjugate_multiplicity
85,21,32,1106,1954,3707956,2778220648,887801663728,nonconstant_conjugate_multiplicity
85,21,34,1066,1994,3865876,3149985608,1162303434544,nonconstant_conjugate_multiplicity
85,21,40,970,2090,4257940,4121053640,1162285990000,nonconstant_conjugate_multiplicity
85,28,45,664,2396,5630656,6187583744,5017919340544,nonconstant_conjugate_multiplicity
85,28,51,626,2434,5814196,6732453736,2722495133776,nonconstant_conjugate_multiplicity
85,30,34,709,2351,5417041,5057285471,8046547062757,nonconstant_conjugate_multiplicity
85,30,35,698,2362,5468884,5203400968,8012783025616,nonconstant_conjugate_multiplicity
85,30,55,562,2498,6129844,7154082152,1565865522256,nonconstant_conjugate_multiplicity
85,34,34,611,2449,5887441,5353673185,9709855386301,nonconstant_conjugate_multiplicity
85,34,35,602,2458,5931604,5481900424,9619996575952,noninteger_multiplicity
85,34,42,551,2509,6184921,6231214405,8110498227613,nonconstant_conjugate_multiplicity
85,34,45,534,2526,6270516,6489647640,7087421391120,nonconstant_conjugate_multiplicity
85,34,51,506,2554,6412756,6924864520,4545404607184,nonconstant_conjugate_multiplicity
85,35,40,545,2515,6215065,6048134875,8899589228125,nonconstant_conjugate_multiplicity
85,35,50,494,2566,6474196,6835711096,5177035613296,noninteger_multiplicity
85,35,51,490,2570,6494740,6899165000,4711615258000,nonconstant_conjugate_multiplicity
85,42,43,426,2634,6827796,5941008072,8269944600528,noninteger_multiplicity
85,51,56,311,2749,7446841,5208741973,1381052601445,nonconstant_conjugate_multiplicity
86,34,43,562,2534,6309700,6497834840,8239559813680,nonconstant_conjugate_multiplicity
86,34,52,517,2579,6539785,7206615755,4488841798825,nonconstant_conjugate_multiplicity
86,43,43,427,2669,7012105,6072575525,8804915729005,nonconstant_conjugate_multiplicity
87,29,29,862,2270,5040148,4103987480,6898299936784,nonconstant_conjugate_multiplicity
87,29,43,694,2438,5831092,6336040184,6636158111440,nonconstant_conjugate_multiplicity
87,29,58,604,2528,6278032,7699802624,133082629120,nonconstant_conjugate_multiplicity
87,43,44,436,2696,7155664,6370798976,9083709160960,noninteger_multiplicity
87,43,58,394,2738,7383892,7094935592,2411621079280,nonconstant_conjugate_multiplicity
88,22,29,1229,1939,3645673,2259185131,135816901141,nonconstant_conjugate_multiplicity
88,22,33,1133,2035,4027177,3147398155,1269339400549,nonconstant_conjugate_multiplicity
88,22,36,1075,2093,4266601,3738217301,1683904205569,nonconstant_conjugate_multiplicity
88,22,44,959,2209,4765633,5047761601,1210299643921,nonconstant_conjugate_multiplicity
88,24,29,1112,2056,4113088,2892874240,2198691162112,nonconstant_conjugate_multiplicity
88,24,32,1046,2122,4388836,3570876136,3127401828880,nonconstant_conjugate_multiplicity
88,24,44,872,2296,5157568,5628689920,3016586801152,nonconstant_conjugate_multiplicity
88,29,33,825,2343,5375601,4933872999,7764814464165,nonconstant_conjugate_multiplicity
88,29,44,707,2461,5942473,6577428565,6612747304657,nonconstant_conjugate_multiplicity
88,33,40,640,2528,6276736,6461365760,9603342991360,nonconstant_conjugate_multiplicity
88,33,44,611,2557,6424201,6912555445,8476542017425,nonconstant_conjugate_multiplicity
88,33,55,553,2615,6724177,7853789015,3506496113245,nonconstant_conjugate_multiplicity
88,33,58,541,2627,6787081,8055078155,1800752967145,nonconstant_conjugate_multiplicity
88,44,44,437,2731,7344313,6508587475,9657262356097,nonconstant_conjugate_multiplicity
88,44,58,395,2773,7575481,7249711789,2878054267465,nonconstant_conjugate_multiplicity
89,44,45,446,2758,7491220,6820831864,9956094185488,noninteger_multiplicity
90,30,30,892,2348,5396464,4546066112,7904794813696,nonconstant_conjugate_multiplicity
90,30,36,803,2437,5822329,5756215933,8919187093033,nonconstant_conjugate_multiplicity
90,30,45,714,2526,6264036,7082186616,7443630938736,nonconstant_conjugate_multiplicity
90,30,60,625,2615,6721585,8528207975,151501491625,nonconstant_conjugate_multiplicity
90,45,45,447,2793,7684209,6964985097,10570041133461,nonconstant_conjugate_multiplicity
91,26,35,992,2284,5098720,4718926720,5258318848000,nonconstant_conjugate_multiplicity
91,26,39,932,2344,5376400,5493773440,5498339319040,nonconstant_conjugate_multiplicity
91,26,45,862,2414,5709460,6461843480,4656281995600,nonconstant_conjugate_multiplicity
91,30,39,792,2484,6052320,6341950080,8965118361600,nonconstant_conjugate_multiplicity
91,35,36,690,2586,6569460,6431537160,12202134030000,noninteger_multiplicity
91,35,39,662,2614,6715060,6881773240,11864899166800,nonconstant_conjugate_multiplicity
91,35,42,638,2638,6841108,7277471704,11182419764272,nonconstant_conjugate_multiplicity
91,35,48,599,2677,7048393,7939963261,8992224600061,nonconstant_conjugate_multiplicity
91,35,52,578,2698,7161268,8306785864,7048153922992,nonconstant_conjugate_multiplicity
91,35,56,560,2716,7258720,8626885120,4799198924800,nonconstant_conjugate_multiplicity
91,35,63,534,2742,7400628,9098581176,281876813136,nonconstant_conjugate_multiplicity
91,39,39,582,2694,7139700,6979453560,13102997121360,nonconstant_conjugate_multiplicity
91,39,40,575,2701,7177465,7099592005,12862700075485,noninteger_multiplicity
91,39,42,562,2714,7247860,7324814600,12285712971760,nonconstant_conjugate_multiplicity
91,39,52,512,2764,7521760,8216819200,7888567029760,nonconstant_conjugate_multiplicity
91,39,56,497,2779,7604905,8492471155,5600544560485,nonconstant_conjugate_multiplicity
91,39,60,484,2792,7677328,8734403456,3090619391488,nonconstant_conjugate_multiplicity
91,42,49,482,2794,7688500,7794198280,9637543097680,nonconstant_conjugate_multiplicity
91,42,65,434,2842,7959028,8696940616,4084229968,nonconstant_conjugate_multiplicity
91,45,46,456,2820,7834464,7291572480,10889849143296,noninteger_multiplicity
91,45,52,435,2841,7953345,7683612345,7961310397485,nonconstant_conjugate_multiplicity
92,23,39,1101,2211,4769289,4547498571,2098079532045,nonconstant_conjugate_multiplicity
92,23,42,1055,2257,4974817,5105986273,2030528822425,nonconstant_conjugate_multiplicity
92,23,46,1003,2309,5212249,5771855789,1444801092889,nonconstant_conjugate_multiplicity
92,26,28,1174,2138,4451812,2962147688,2495734675600,nonconstant_conjugate_multiplicity
92,26,33,1059,2253,4956777,4259163573,4650924002445,nonconstant_conjugate_multiplicity
92,26,42,921,2391,5597649,6052369383,5255858879865,nonconstant_conjugate_multiplicity
92,26,44,898,2414,5708164,6377372792,4931923404688,nonconstant_conjugate_multiplicity
92,26,46,877,2435,5809993,6680804795,4470848598937,nonconstant_conjugate_multiplicity
92,28,32,990,2322,5272452,4574906568,6510546959760,nonconstant_conjugate_multiplicity
92,28,46,808,2504,6150784,7132834304,6204741812224,nonconstant_conjugate_multiplicity
92,28,52,760,2552,6393472,7888905728,3916904304640,nonconstant_conjugate_multiplicity
92,46,46,457,2855,8031793,7442234135,11546043094537,nonconstant_conjugate_multiplicity
92,46,52,436,2876,8152144,7843105088,8578934291200,nonconstant_conjugate_multiplicity
92,52,56,369,2943,8542017,7090702335,5259670166385,nonconstant_conjugate_multiplicity
93,23,31,1306,2042,4049236,2668689800,18232817680,nonconstant_conjugate_multiplicity
93,23,35,1210,2138,4450516,3652088840,1302449034640,nonconstant_conjugate_multiplicity
93,23,40,1117,2231,4856833,4717442807,1901020187773,nonconstant_conjugate_multiplicity
93,23,42,1086,2262,4996116,5098050360,1855409347440,nonconstant_conjugate_multiplicity
93,31,31,922,2426,5764948,5018802056,9017601824272,nonconstant_conjugate_multiplicity
93,31,46,742,2606,6670708,7751588696,8660110671472,nonconstant_conjugate_multiplicity
93,31,62,646,2702,7180276,9413994968,171761484400,nonconstant_conjugate_multiplicity
93,46,47,466,2882,8185396,7783486568,11887786511440,noninteger_multiplicity
93,46,62,421,2927,8446801,8670151583,3153707214325,nonconstant_conjugate_multiplicity
94,31,42,800,2584,6555232,7283944576,9977950572544,nonconstant_conjugate_multiplicity
94,31,47,755,2629,6789817,8027517421,8631278790589,nonconstant_conjugate_multiplicity
94,31,54,706,2678,7049860,8873531576,5458426688848,nonconstant_conjugate_multiplicity
94,47,47,467,2917,8387065,7940800333,12588122280637,nonconstant_conjugate_multiplicity
94,47,62,422,2962,8651620,8846913448,3722978323792,nonconstant_conjugate_multiplicity
95,38,47,616,2804,7739296,8720395136,12650118873088,nonconstant_conjugate_multiplicity
95,38,57,566,2854,8022196,9683290936,7103761545808,nonconstant_conjugate_multiplicity
95,47,48,476,2944,8544016,8297039872,12952781774848,noninteger_multiplicity
95,47,57,446,2974,8721556,8909592472,7760068841488,nonconstant_conjugate_multiplicity
95,47,60,438,2982,8769204,9075645432,5768009376624,nonconstant_conjugate_multiplicity
96,24,32,1332,2124,4386960,3041737920,369423141120,nonconstant_conjugate_multiplicity
96,24,36,1237,2219,4799545,4093311635,1801826500225,nonconstant_conjugate_multiplicity
96,24,38,1197,2259,4978665,4571730315,2219682517065,nonconstant_conjugate_multiplicity
96,24,40,1161,2295,5142609,5020838055,2450147614785,noninteger_multiplicity
96,24,45,1085,2371,5497225,6027899995,2276307614965,nonconstant_conjugate_multiplicity
96,24,48,1047,2409,5678865,6562079865,1711824359265,nonconstant_conjugate_multiplicity
96,30,32,1028,2428,5770768,5043363904,8069728820992,nonconstant_conjugate_multiplicity
96,30,33,1009,2447,5863393,5309483471,8483685505381,nonconstant_conjugate_multiplicity
96,30,38,929,2527,6261313,6488610751,9593367202681,nonconstant_conjugate_multiplicity
96,30,44,857,2599,6630385,7632704215,9171809645425,nonconstant_conjugate_multiplicity
96,30,48,819,2637,6829353,8268980661,8054634751281,nonconstant_conjugate_multiplicity
96,30,57,753,2703,7181793,9428585679,3707996158917,nonconstant_conjugate_multiplicity
96,32,32,952,2504,6145600,5523223040,10243955691520,nonconstant_conjugate_multiplicity
96,32,38,862,2594,6604420,6911920520,11545325400400,nonconstant_conjugate_multiplicity
96,32,40,838,2618,6729508,7303350824,11516835256336,nonconstant_conjugate_multiplicity
96,32,48,762,2694,7133220,8602965720,9642740029200,noninteger_multiplicity
96,32,57,702,2754,7460100,9694796040,5041041473520,nonconstant_conjugate_multiplicity
96,32,60,686,2770,7548484,9995943880,3077420402320,nonconstant_conjugate_multiplicity
96,32,64,667,2789,7654105,10359085085,193980872305,nonconstant_conjugate_multiplicity
96,38,40,685,2771,7554025,7967913515,15429563948305,nonconstant_conjugate_multiplicity
96,38,48,627,2829,7878825,9053549685,12829721069745,nonconstant_conjugate_multiplicity
